page	section	item	key	field	en	ms	content_type	translatable	render	ms_status	en_chars	ms_chars	len_ratio	glossary_hits	draft	placeholder	correction	has_image	image_ref
contact	form		contact.form.success.copy	copy	Copy message	Salin mesej	microcopy	TRUE	unresolved	translated	12	11	0.92		TRUE	FALSE		FALSE	
contact	form		contact.form.success.copied	copied	Copied.	Telah disalin.	microcopy	TRUE	unresolved	translated	7	14	2.00		TRUE	FALSE		FALSE	
contact	form		contact.form.success.unavailable	unavailable	We couldn't load our contact details. Copy your message and send it to us.	Kami tidak dapat memuatkan butiran hubungan kami. Salin mesej anda dan hantarkannya kepada kami.	microcopy	TRUE	unresolved	translated	74	96	1.30	Send	TRUE	FALSE		FALSE	
contact	form		contact.form.prefill.notice	notice	We've filled some of this in from your earlier answers	Kami telah mengisi sebahagiannya daripada jawapan anda sebelum ini	microcopy	TRUE	unresolved	translated	54	66	1.22		TRUE	FALSE		FALSE	
contact	form		contact.form.prefill.clear	clear	Clear	Kosongkan	microcopy	TRUE	unresolved	translated	5	9	1.80		TRUE	FALSE		FALSE	
contact	form		contact.form.errors.nameRequired	nameRequired	Please enter your name.	Sila masukkan nama anda.	microcopy	TRUE	static	translated	23	24	1.04		FALSE	FALSE		TRUE	yt:PLACEHOLDER_CENTRE_TOUR
contact	form		contact.form.errors.emailRequired	emailRequired	We need an email to reply to.	Kami perlukan emel untuk membalas.	microcopy	TRUE	static	translated	29	34	1.17		FALSE	FALSE		TRUE	yt:PLACEHOLDER_CENTRE_TOUR
contact	form		contact.form.errors.emailInvalid	emailInvalid	That email doesn't look right.	Emel itu nampaknya tidak betul.	microcopy	TRUE	unresolved	translated	30	31	1.03		FALSE	FALSE		FALSE	
contact	form		contact.form.errors.concernRequired	concernRequired	Please tell us what we can help with.	Sila beritahu kami apa yang boleh kami bantu.	microcopy	TRUE	static	translated	37	45	1.22		FALSE	FALSE		TRUE	yt:PLACEHOLDER_CENTRE_TOUR
contact	chatbotCta		contact.chatbotCta.heading	heading	Prefer to chat?	Lebih suka bersembang?	heading	TRUE	static	translated	15	22	1.47		FALSE	FALSE		FALSE	
contact	chatbotCta		contact.chatbotCta.body	body	Our assistant can give you a price indication in a minute or two.	Pembantu kami boleh memberikan anggaran harga dalam masa satu atau dua minit.	body	TRUE	static	translated	65	77	1.18		FALSE	FALSE		FALSE	
contact	chatbotCta		contact.chatbotCta.button	button	Chat with us	Bersembang dengan kami	microcopy	TRUE	static	translated	12	22	1.83		FALSE	FALSE		FALSE	
careers	hero		careers.hero.title	title	Careers		heading	TRUE	unresolved	en-only	7				FALSE	FALSE		FALSE	
careers	hero		careers.hero.subtitle	subtitle	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.		body	TRUE	unresolved	en-only	137				FALSE	TRUE		FALSE	
careers	benefits		careers.benefits.heading	heading	Benefits		heading	TRUE	unresolved	en-only	8				FALSE	FALSE		FALSE	
careers	benefits	0 · Comprehensive Mental Health Coverage	careers.benefits.items[0].title	title	Comprehensive Mental Health Coverage		heading	TRUE	unresolved	en-only	36				FALSE	FALSE		FALSE	
careers	benefits	0 · Comprehensive Mental Health Coverage	careers.benefits.items[0].body	body	Including medical insurance and mental health support.		body	TRUE	unresolved	en-only	54				FALSE	FALSE		FALSE	
careers	benefits	1 · Professional Development	careers.benefits.items[1].title	title	Professional Development		heading	TRUE	unresolved	en-only	24				FALSE	FALSE		FALSE	
careers	benefits	1 · Professional Development	careers.benefits.items[1].body	body	Access to training programs, workshops, and conferences to enhance skills.		body	TRUE	unresolved	en-only	74				FALSE	FALSE		FALSE	
careers	benefits	2 · Work-life Balance	careers.benefits.items[2].title	title	Work-life Balance		heading	TRUE	unresolved	en-only	17				FALSE	FALSE		FALSE	
careers	benefits	2 · Work-life Balance	careers.benefits.items[2].body	body	More than 12 annual leave days per year, sick leave, and overtime is discouraged.		body	TRUE	unresolved	en-only	81				FALSE	FALSE		FALSE	
careers	benefits	3 · Supportive Work Environment	careers.benefits.items[3].title	title	Supportive Work Environment		heading	TRUE	unresolved	en-only	27				FALSE	FALSE		FALSE	
careers	benefits	3 · Supportive Work Environment	careers.benefits.items[3].body	body	A collaborative and respectful workplace culture that values each team member's contributions.		body	TRUE	unresolved	en-only	94			Team	FALSE	FALSE		FALSE	
careers	culture		careers.culture.heading	heading	Life at the centre		heading	TRUE	unresolved	en-only	18			Centre	FALSE	FALSE		FALSE	
careers	culture	0	careers.culture.items[0].src	src	assets/img/culture/team-heart.jpg		non-copy	FALSE	unresolved	en-only	33			Team	FALSE	FALSE		TRUE	assets/img/culture/team-heart.jpg
careers	culture	0	careers.culture.items[0].alt	alt	The team making heart shapes with their hands in the therapy room		microcopy	TRUE	unresolved	en-only	65			Team	FALSE	FALSE		TRUE	assets/img/culture/team-heart.jpg
careers	culture	0	careers.culture.items[0].caption	caption	The team, in the therapy room.		microcopy	TRUE	unresolved	en-only	30			Team	FALSE	FALSE		TRUE	assets/img/culture/team-heart.jpg
careers	culture	1	careers.culture.items[1].src	src	assets/img/culture/team-birthday.jpg		non-copy	FALSE	unresolved	en-only	36			Team	FALSE	FALSE		TRUE	assets/img/culture/team-birthday.jpg
careers	culture	1	careers.culture.items[1].alt	alt	Staff gathered around a table for a birthday celebration		microcopy	TRUE	unresolved	en-only	56			Staff	FALSE	FALSE		TRUE	assets/img/culture/team-birthday.jpg
careers	culture	1	careers.culture.items[1].caption	caption	Birthdays at the centre.		microcopy	TRUE	unresolved	en-only	24			Centre	FALSE	FALSE		TRUE	assets/img/culture/team-birthday.jpg
careers	culture	2	careers.culture.items[2].src	src	assets/img/culture/team-festive.jpg		non-copy	FALSE	unresolved	en-only	35			Team	FALSE	FALSE		TRUE	assets/img/culture/team-festive.jpg
careers	culture	2	careers.culture.items[2].alt	alt	Staff at the reception counter during a festive celebration		microcopy	TRUE	unresolved	en-only	59			Staff	FALSE	FALSE		TRUE	assets/img/culture/team-festive.jpg
careers	culture	2	careers.culture.items[2].caption	caption	Festive season at reception.		microcopy	TRUE	unresolved	en-only	28				FALSE	FALSE		TRUE	assets/img/culture/team-festive.jpg
careers	culture	3	careers.culture.items[3].src	src	assets/img/culture/community-eip.jpg		non-copy	FALSE	unresolved	en-only	36				FALSE	FALSE		TRUE	assets/img/culture/community-eip.jpg
careers	culture	3	careers.culture.items[3].alt	alt	A large audience at an Urbane Ethos early-intervention awareness talk		microcopy	TRUE	unresolved	en-only	69				FALSE	FALSE		TRUE	assets/img/culture/community-eip.jpg
careers	culture	3	careers.culture.items[3].caption	caption	An early-intervention awareness talk.		microcopy	TRUE	unresolved	en-only	37				FALSE	FALSE		TRUE	assets/img/culture/community-eip.jpg
careers	outro		careers.outro.heading	heading	How to apply		heading	TRUE	unresolved	en-only	12				FALSE	FALSE		FALSE	
careers	outro		careers.outro.body	body	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.		body	TRUE	unresolved	en-only	137				FALSE	TRUE		FALSE	
careers	outro		careers.outro.cta	cta	Contact us		cta	TRUE	unresolved	en-only	10			Contact us	FALSE	FALSE		FALSE	
careers	outro		careers.outro.email	email	urbaneethos@yahoo.com		microcopy	TRUE	unresolved	en-only	21				FALSE	FALSE		FALSE	
privacy	header		privacy.header.title	title	Privacy notice	Notis Privasi	legal	TRUE	static	translated	14	13	0.93	Privacy notice	FALSE	FALSE		FALSE	
privacy	header		privacy.header.lastUpdated	lastUpdated	Last updated: 27 July 2026	Kemas kini terakhir: 27 Julai 2026	legal	TRUE	static	translated	26	34	1.31		FALSE	FALSE		FALSE	
privacy	header		privacy.header.disclaimer	disclaimer	Prototype-grade notice. Must be reviewed by Malaysian counsel before production launch.	Notis tahap prototaip. Mesti disemak oleh peguam Malaysia sebelum dilancarkan ke produksi.	legal	TRUE	static	translated	87	90	1.03		FALSE	FALSE		FALSE	
privacy	sections	0	privacy.sections[0].heading	heading	Who we are	Siapa kami	legal	TRUE	unresolved	translated	10	10	1.00		FALSE	FALSE		FALSE	
privacy	sections	0	privacy.sections[0].body	body	Urbane Ethos Early Intervention Center, No. 4, Jalan Elektron E U16/E, Seksyen U16, E-Boulevard, Denai Alam, 40160 Shah Alam, Selangor. Contact: +603-7734 3044 · urbaneethos@yahoo.com.	Pusat Intervensi Awal Urbane Ethos, No. 4, Jalan Elektron E U16/E, Seksyen U16, E-Boulevard, Denai Alam, 40160 Shah Alam, Selangor. Hubungi: +603-7734 3044 · urbaneethos@yahoo.com.	legal	TRUE	unresolved	translated	184	180	0.98	Early Intervention;Urbane Ethos Early Intervention Center;Center	FALSE	FALSE		FALSE	
privacy	sections	1	privacy.sections[1].heading	heading	Data we collect	Data yang kami kumpul	legal	TRUE	unresolved	translated	15	21	1.40		FALSE	FALSE		FALSE	
privacy	sections	1	privacy.sections[1].body	body	We collect only what you choose to give us. When you contact us — through the enquiry form, email, phone, WhatsApp, or the chat assistant — we receive your name, contact details, and whatever you tell us about the person who needs support. If you book or attend a session, we also keep the records needed to provide care, such as assessment notes, session history, and the age or developmental information you share. When you browse this website we store small preferences on your device (language, text size, cookie choices, and — only if you opt in — personalisation answers and chat history); see "Cookies &amp; storage" below.	Kami hanya mengumpul apa yang anda pilih untuk berikan kepada kami. Apabila anda menghubungi kami — melalui borang pertanyaan, e-mel, telefon, WhatsApp, atau pembantu sembang — kami menerima nama anda, butiran hubungan, dan apa sahaja yang anda beritahu kami tentang individu yang memerlukan sokongan. Jika anda menempah atau menghadiri sesi, kami juga menyimpan rekod yang diperlukan untuk menyediakan penjagaan, seperti nota penilaian, sejarah sesi, dan maklumat umur atau perkembangan yang anda kongsi. Apabila anda melayari laman web ini, kami menyimpan sedikit keutamaan pada peranti anda (bahasa, saiz teks, pilihan kuki, dan — hanya jika anda memilih untuk menyertai — jawapan pemperibadian dan sejarah sembang); lihat "Kuki &amp; storan" di bawah.	legal	TRUE	unresolved	translated	630	755	1.20	Session;Contact us;Cookies;Chat history;Text size	FALSE	FALSE		FALSE	
privacy	sections	2	privacy.sections[2].heading	heading	Why we collect it	Mengapa kami mengumpulnya	legal	TRUE	unresolved	translated	17	25	1.47		FALSE	FALSE		FALSE	
privacy	sections	2	privacy.sections[2].body	body	We use your information to respond to your enquiry, arrange and deliver therapy and early-intervention services, keep proper clinical and administrative records, and — where you have agreed — to personalise what you see on this site. We do not sell your personal data, and we do not use it for advertising.	Kami menggunakan maklumat anda untuk membalas pertanyaan anda, mengatur dan menyampaikan perkhidmatan terapi dan Intervensi Awal, menyimpan rekod klinikal dan pentadbiran yang sewajarnya, dan — apabila anda telah bersetuju — untuk memperibadikan apa yang anda lihat di laman ini. Kami tidak menjual data peribadi anda, dan kami tidak menggunakannya untuk pengiklanan.	legal	TRUE	unresolved	translated	306	367	1.20		FALSE	FALSE		FALSE	
privacy	sections	3	privacy.sections[3].heading	heading	Sensitive personal data	Data peribadi sensitif	legal	TRUE	unresolved	translated	23	22	0.96	Sensitive personal data	FALSE	FALSE		FALSE	
privacy	sections	3	privacy.sections[3].body	body	Early-intervention work often involves sensitive personal data, including information about a child's health, development, and diagnoses. Under Malaysia's Personal Data Protection Act 2010 (PDPA) we treat this information with extra care and process it only with your explicit consent, or where the law otherwise permits. Where the data concerns a child, consent is given by the parent or legal guardian.	Kerja Intervensi Awal seringkali melibatkan data peribadi sensitif, termasuk maklumat tentang kesihatan, perkembangan, dan diagnosis seseorang anak. Di bawah Akta Perlindungan Data Peribadi 2010 (APDP) Malaysia, kami mengendalikan maklumat ini dengan penjagaan tambahan dan memprosesnya hanya dengan persetujuan jelas anda, atau di mana undang-undang membenarkannya. Apabila data melibatkan seseorang anak, persetujuan diberikan oleh ibu bapa atau penjaga yang sah.	legal	TRUE	unresolved	translated	404	465	1.15	Child;Parent;Personal Data Protection Act;PDPA;Sensitive personal data;Consent	FALSE	FALSE		FALSE	
privacy	sections	4	privacy.sections[4].heading	heading	Retention	Pengekalan	legal	TRUE	unresolved	translated	9	10	1.11		FALSE	FALSE		FALSE	
privacy	sections	4	privacy.sections[4].body	body	We keep personal data only for as long as we need it for the purposes above, or as required by Malaysian law and professional record-keeping standards. Clinical records are retained for the period appropriate to continuing care; enquiry messages that do not lead to services are kept for a shorter period and then deleted. Preferences stored on your device remain until you clear them or withdraw consent.	Kami menyimpan data peribadi hanya selagi kami memerlukannya untuk tujuan di atas, atau seperti yang dikehendaki oleh undang-undang Malaysia dan piawaian penyimpanan rekod profesional. Rekod klinikal disimpan untuk tempoh yang sesuai bagi penjagaan berterusan; mesej pertanyaan yang tidak membawa kepada perkhidmatan disimpan untuk tempoh yang lebih singkat dan kemudian dipadamkan. Keutamaan yang disimpan pada peranti anda kekal sehingga anda mengosongkannya atau menarik balik persetujuan.	legal	TRUE	unresolved	translated	405	492	1.21	Consent	FALSE	FALSE		FALSE	
privacy	sections	5	privacy.sections[5].heading	heading	Third parties	Pihak ketiga	legal	TRUE	unresolved	translated	13	12	0.92		FALSE	FALSE		FALSE	
privacy	sections	5	privacy.sections[5].body	body	We share personal data only where necessary — for example with the therapists and staff involved in your care, or where we are legally required to do so. This website also uses a small number of third-party services: an embedded Google Map (loaded only when you choose to open it) and click-to-play YouTube videos served through youtube-nocookie.com. When you load these, your request goes to Google, which handles it under its own <a href="https://policies.google.com/privacy" target="_blank" rel="noopener noreferrer">privacy policy</a>. We do not run third-party advertising or analytics trackers on this site.	Kami berkongsi data peribadi hanya apabila perlu — sebagai contoh dengan ahli terapi dan kakitangan yang terlibat dalam penjagaan anda, atau apabila kami dikehendaki berbuat demikian di sisi undang-undang. Laman web ini juga menggunakan sebilangan kecil perkhidmatan pihak ketiga: Peta Google terbenam (dimuatkan hanya apabila anda memilih untuk membukanya) dan video YouTube klik-untuk-main yang disampaikan melalui youtube-nocookie.com. Apabila anda memuatkan ini, permintaan anda pergi ke Google, yang mengendalikannya di bawah <a href="https://policies.google.com/privacy" target="_blank" rel="noopener noreferrer">dasar privasinya</a> sendiri. Kami tidak menjalankan penjejak pengiklanan atau analitik pihak ketiga di laman ini.	legal	TRUE	unresolved	translated	613	733	1.20	Staff;Necessary;Analytics	FALSE	FALSE		FALSE	
privacy	sections	6	privacy.sections[6].heading	heading	Your rights	Hak anda	legal	TRUE	unresolved	translated	11	8	0.73		FALSE	FALSE		FALSE	
privacy	sections	6	privacy.sections[6].body	body	Under the PDPA you have the right to ask what personal data we hold about you, to correct it if it is inaccurate, to withdraw your consent, and to limit how we use it. To exercise any of these rights, contact us using the details in "Who we are" above and we will respond within a reasonable time. You can learn more about your rights from the <a href="https://www.pdp.gov.my/" target="_blank" rel="noopener noreferrer">Department of Personal Data Protection (JPDP)</a>.	Di bawah APDP, anda mempunyai hak untuk bertanya data peribadi apa yang kami simpan tentang anda, untuk membetulkannya jika ia tidak tepat, untuk menarik balik persetujuan anda, dan untuk mengehadkan cara kami menggunakannya. Untuk melaksanakan mana-mana hak ini, hubungi kami menggunakan butiran dalam "Siapa kami" di atas dan kami akan membalas dalam tempoh yang munasabah. Anda boleh mengetahui lebih lanjut tentang hak anda daripada <a href="https://www.pdp.gov.my/" target="_blank" rel="noopener noreferrer">Jabatan Perlindungan Data Peribadi (JPDP)</a>.	legal	TRUE	unresolved	translated	470	559	1.19	Contact us;PDPA;Consent	FALSE	FALSE		FALSE	
privacy	sections	7	privacy.sections[7].heading	heading	Withdrawing consent	Menarik balik persetujuan	legal	TRUE	unresolved	translated	19	25	1.32	Consent	FALSE	FALSE		FALSE	
privacy	sections	7	privacy.sections[7].body	body	You may withdraw your consent at any time. For services, contact us and we will stop the relevant processing, though this may affect our ability to continue providing care. For this website, use the "Manage cookies" link in the footer to change or withdraw your cookie choices; clearing your browser storage removes the preferences saved on your device.	Anda boleh menarik balik persetujuan anda pada bila-bila masa. Bagi perkhidmatan, hubungi kami dan kami akan menghentikan pemprosesan yang berkaitan, walaupun ini mungkin menjejaskan keupayaan kami untuk terus menyediakan penjagaan. Bagi laman web ini, gunakan pautan "Urus kuki" di bahagian bawah untuk menukar atau menarik balik pilihan kuki anda; mengosongkan storan pelayar anda akan mengeluarkan keutamaan yang disimpan pada peranti anda.	legal	TRUE	unresolved	translated	353	443	1.25	Contact us;Consent;Cookies;Manage cookies	FALSE	FALSE		FALSE	
privacy	sections	8	privacy.sections[8].heading	heading	Cookies & storage	Kuki & storan	legal	TRUE	unresolved	translated	17	13	0.76	Cookies	FALSE	FALSE		FALSE	
privacy	sections	8	privacy.sections[8].body	body	This site does not use tracking cookies. It stores a few small items in your browser to make the site work and remember your choices: your language and text-size preference, your cookie-consent selection, and — only if you opt in — your personalisation answers and chat-assistant history. These stay on your device and are not sent to any server. You control optional storage through the cookie banner and the "Manage cookies" link.	Laman ini tidak menggunakan kuki penjejakan. Ia menyimpan beberapa item kecil dalam pelayar anda untuk membolehkan laman berfungsi dan mengingati pilihan anda: keutamaan bahasa dan saiz teks anda, pilihan persetujuan kuki anda, dan — hanya jika anda memilih untuk menyertai — jawapan pemperibadian dan sejarah pembantu sembang anda. Ini kekal pada peranti anda dan tidak dihantar ke mana-mana pelayan. Anda mengawal storan pilihan melalui sepanduk kuki dan pautan "Urus kuki".	legal	TRUE	unresolved	translated	432	476	1.10	Consent;Cookies;Manage cookies	FALSE	FALSE		FALSE	
privacy	sections	9	privacy.sections[9].heading	heading	Complaints	Aduan	legal	TRUE	unresolved	translated	10	5	0.50		FALSE	FALSE		FALSE	
privacy	sections	9	privacy.sections[9].body	body	If you have a concern about how we handle your personal data, please contact us first using the details in "Who we are" — we would like the chance to put things right. You also have the right to lodge a complaint with the <a href="https://www.pdp.gov.my/" target="_blank" rel="noopener noreferrer">Department of Personal Data Protection, Malaysia</a>.	Jika anda mempunyai kebimbangan tentang cara kami mengendalikan data peribadi anda, sila hubungi kami terlebih dahulu menggunakan butiran dalam "Siapa kami" — kami ingin peluang untuk memperbetulkan keadaan. Anda juga mempunyai hak untuk membuat aduan kepada <a href="https://www.pdp.gov.my/" target="_blank" rel="noopener noreferrer">Jabatan Perlindungan Data Peribadi, Malaysia</a>.	legal	TRUE	unresolved	translated	351	384	1.09	Contact us	FALSE	FALSE		FALSE	
global	ui		chatbot.ui.launchAria	launchAria	Open chat assistant	Buka pembantu sembang	microcopy	TRUE	js	translated	19	21	1.11	Open chat assistant	FALSE	FALSE		FALSE	
global	ui		chatbot.ui.panelTitle	panelTitle	Urbane Ethos Assistant	Pembantu Urbane Ethos	microcopy	TRUE	js	translated	22	21	0.95		FALSE	FALSE		FALSE	
global	ui		chatbot.ui.subtitle	subtitle	Friendly, fast, no pressure.	Mesra, pantas, tiada tekanan.	body	TRUE	js	translated	28	29	1.04		FALSE	FALSE		FALSE	
global	ui		chatbot.ui.inputPlaceholder	inputPlaceholder	Type a message…	Taip mesej…	microcopy	TRUE	js	translated	15	11	0.73		FALSE	FALSE		FALSE	
global	ui		chatbot.ui.send	send	Send	Hantar	microcopy	TRUE	js	translated	4	6	1.50	Send	FALSE	FALSE		FALSE	
global	ui		chatbot.ui.micAria	micAria	Speak instead of typing	Bercakap selain menaip	microcopy	TRUE	js	translated	23	22	0.96		FALSE	FALSE		FALSE	
global	ui		chatbot.ui.ttsAria	ttsAria	Read responses aloud	Bacakan jawapan dengan kuat	microcopy	TRUE	js	translated	20	27	1.35		FALSE	FALSE		FALSE	
global	ui		chatbot.ui.minimize	minimize	Minimize	Kecilkan	microcopy	TRUE	js	translated	8	8	1.00		FALSE	FALSE		FALSE	
global	ui		chatbot.ui.close	close	Close	Tutup	microcopy	TRUE	js	translated	5	5	1.00	Close	FALSE	FALSE		FALSE	
global	ui		chatbot.ui.consentNotice	consentNotice	Transcripts saved only if you opted in. Manage in footer.	Transkrip disimpan hanya jika anda bersetuju. Urus di bahagian bawah.	microcopy	TRUE	js	translated	57	69	1.21		FALSE	FALSE		FALSE	
global	ui		chatbot.ui.transcriptHeading	transcriptHeading	Conversation	Perbualan	microcopy	TRUE	js	translated	12	9	0.75		FALSE	FALSE		FALSE	
global	ui		chatbot.ui.whatsapp	whatsapp	Continue on WhatsApp	Teruskan di WhatsApp	microcopy	TRUE	js	translated	20	20	1.00		FALSE	FALSE		FALSE	
global	ui		chatbot.ui.whatsappAria	whatsappAria	Continue this conversation with our team on WhatsApp (opens in a new tab)	Teruskan perbualan ini dengan pasukan kami di WhatsApp (buka dalam tab baharu)	microcopy	TRUE	js	translated	73	78	1.07	Team	FALSE	FALSE		FALSE	
global	flow		chatbot.flow.start.say	say	Hi! I can help with bookings, services, pricing, or connect you with our team. Where would you like to start?	Hai! Saya boleh membantu dengan tempahan, perkhidmatan, harga, atau menyambungkan anda dengan pasukan kami. Anda ingin mulakan di mana?	body	TRUE	js	translated	109	135	1.24	Team	FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.start.options[0].label	label	Book a session	Tempah sesi	option	TRUE	js	translated	14	11	0.79	Session;Book a session	FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.start.options[0].next	next	book	book	non-copy	FALSE	js	identical	4	4	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.start.options[1].label	label	Ask about a service	Tanya tentang perkhidmatan	option	TRUE	js	translated	19	26	1.37		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.start.options[1].next	next	service	service	non-copy	FALSE	js	identical	7	7	1.00		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.start.options[2].label	label	Pricing indication	Anggaran harga	option	TRUE	js	translated	18	14	0.78		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.start.options[2].next	next	price.q1	price.q1	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow	3	chatbot.flow.start.options[3].label	label	Talk to our team	Bercakap dengan pasukan kami	option	TRUE	js	translated	16	28	1.75	Team	FALSE	FALSE		FALSE	
global	flow	3	chatbot.flow.start.options[3].next	next	customer	customer	non-copy	FALSE	js	identical	8	8	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.book.say	say	Lovely. Tell me which service you're interested in and when suits you best.	Bagus. Beritahu saya perkhidmatan yang anda minati dan waktu yang paling sesuai untuk anda.	body	TRUE	js	translated	75	91	1.21		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.book.input	input	free	free	non-copy	FALSE	js	identical	4	4	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.book.next	next	customer.name	customer.name	non-copy	FALSE	js	identical	13	13	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.say	say	Which service can I tell you about?	Perkhidmatan mana yang boleh saya ceritakan?	body	TRUE	js	translated	35	44	1.26		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.service.options[0].label	label	Screening	Saringan	option	TRUE	js	translated	9	8	0.89		FALSE	FALSE		FALSE	
global	flow	0	chatbot.flow.service.options[0].next	next	service.screening	service.screening	non-copy	FALSE	js	identical	17	17	1.00		FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.service.options[1].label	label	Occupational Therapy	Terapi Carakerja	option	TRUE	js	translated	20	16	0.80	Occupational Therapy	FALSE	FALSE		FALSE	
global	flow	1	chatbot.flow.service.options[1].next	next	service.ot	service.ot	non-copy	FALSE	js	identical	10	10	1.00		FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.service.options[2].label	label	Speech Therapy	Terapi Pertuturan	option	TRUE	js	translated	14	17	1.21	Speech Therapy	FALSE	FALSE		FALSE	
global	flow	2	chatbot.flow.service.options[2].next	next	service.speech	service.speech	non-copy	FALSE	js	identical	14	14	1.00		FALSE	FALSE		FALSE	
global	flow	3	chatbot.flow.service.options[3].label	label	Special Education	Pendidikan Khas	option	TRUE	js	translated	17	15	0.88	Special Education	FALSE	FALSE		FALSE	
global	flow	3	chatbot.flow.service.options[3].next	next	service.specialed	service.specialed	non-copy	FALSE	js	identical	17	17	1.00		FALSE	FALSE		FALSE	
global	flow	4	chatbot.flow.service.options[4].label	label	Early Intervention	Intervensi Awal	option	TRUE	js	translated	18	15	0.83	Early Intervention	FALSE	FALSE		FALSE	
global	flow	4	chatbot.flow.service.options[4].next	next	service.eip	service.eip	non-copy	FALSE	js	identical	11	11	1.00		FALSE	FALSE		FALSE	
global	flow	5	chatbot.flow.service.options[5].label	label	Clinical Psychology	Psikologi Klinikal	option	TRUE	js	translated	19	18	0.95	Clinical Psychology	FALSE	FALSE		FALSE	
global	flow	5	chatbot.flow.service.options[5].next	next	service.psych	service.psych	non-copy	FALSE	js	identical	13	13	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.screening.say	say	Screening and assessment are separate services. Screening covers two areas: Occupational Therapy (fine motor, school readiness) and Clinical Psychology (emotional, behavioural). If you have more concerns, we provide a holistic 3-in-1 assessment — Occupational Therapy, Speech-Language and Communication, and Clinical Psychology — usually around 1-2 hours depending on the needs of the child.	Saringan dan penilaian ialah perkhidmatan yang berasingan. Saringan meliputi dua bidang: Terapi Carakerja (motor halus, kesediaan sekolah) dan Psikologi Klinikal (emosi, tingkah laku). Jika anda mempunyai lebih banyak kebimbangan, kami menyediakan penilaian holistik 3-in-1 — Terapi Carakerja, Bahasa-Pertuturan dan Komunikasi, serta Psikologi Klinikal — biasanya sekitar 1-2 jam bergantung pada keperluan anak.	body	TRUE	js	translated	391	411	1.05	Occupational Therapy;Clinical Psychology;Child	FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.screening.next	next	start	start	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.ot.say	say	Paediatric occupational therapy focuses on helping children develop the skills they need to grow into functional, independent adults. Sessions are individual or in small groups.	Terapi carakerja pediatrik memberi tumpuan untuk membantu anak membina kemahiran yang diperlukan agar mereka membesar menjadi orang dewasa yang berfungsi dan berdikari. Sesi dijalankan secara individu atau dalam kumpulan kecil.	body	TRUE	js	translated	177	227	1.28	Occupational Therapy;Session;Child;Children;Adult	FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.ot.next	next	start	start	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.speech.say	say	Speech therapists handle speech issues such as stuttering or lisps, as well as problems with spoken and written language. We help kids build skills one-on-one or in small groups.	Ahli terapi pertuturan menangani isu pertuturan seperti gagap atau pelat, serta masalah bahasa lisan dan bertulis. Kami membantu anak-anak membina kemahiran satu-dengan-satu atau dalam kumpulan kecil.	body	TRUE	js	translated	178	200	1.12		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.speech.next	next	start	start	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.specialed.say	say	Cognitive Therapy & Special Education — delivered by our professionally licensed Special Education Teacher as part of our integrated, multidisciplinary set up, catered individually to your child's needs.	Terapi Kognitif & Pendidikan Khas — disampaikan oleh Guru Pendidikan Khas kami yang berlesen secara profesional sebagai sebahagian daripada persediaan bersepadu dan pelbagai disiplin kami, disesuaikan secara individu mengikut keperluan anak anda.	body	TRUE	js	translated	203	246	1.21	Special Education;Child	FALSE	FALSE		FALSE	
global	flow		chatbot.flow.service.specialed.next	next	start	start	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
